HR,RA(J2000),DEC(J2000),Double.Name,Teff(K),Error_Teff(K),logg,Error_logg,[M/H],Error_[M/H],standard_B,Error_standard_B,standard_G,Error_standard_G,standard_R,Error_standard_R,STC_B,STC_G,STC_R,STC_L,Parallax
6743,271.6577969,-50.0914758,---,18932,194,4.883,0.232,0.0,0.371,3.448,0.009,3.625,0.01,3.814,0.01,3.411,3.6123,3.9125,2.747,4.01
1178,57.2905942,24.0534167,---,11668,81,3.753,0.156,0.5,0.0,3.433,0.011,3.575,0.011,3.726,0.011,3.41,3.5662,3.8071,2.7066,8.53
6705,269.1515411,51.4888956,---,3979,26,1.527,0.09,0.411,0.096,3.066,0.01,2.34,0.01,1.815,0.01,3.4095,2.4536,1.6478,1.4531,21.14
6500,262.7746364,-60.6838478,---,11657,76,3.855,0.151,0.5,0.0,3.429,0.01,3.571,0.011,3.723,0.011,3.4085,3.5625,3.8037,2.7037,16.48
838,42.4959719,27.2605072,---,11918,94,4.361,0.083,0.5,0.0,3.416,0.009,3.556,0.01,3.71,0.01,3.4019,3.548,3.7934,2.6927,19.69
3468,130.8980731,-33.1863861,---,21840,817,5.0,0.096,-2.0,1.295,3.443,0.011,3.63,0.011,3.83,0.012,3.4006,3.6167,3.9334,2.7484,3.71
6132,245.9978581,61.5142139,---,5161,39,2.532,0.517,0.133,0.149,3.174,0.013,2.797,0.011,2.539,0.009,3.3985,2.8367,2.4524,2.0019,35.7163
1829,82.0613464,-20.7594411,---,5291,44,2.586,0.277,-0.141,0.124,3.198,0.013,2.866,0.011,2.641,0.01,3.3961,2.8987,2.5643,2.0712,20.34
153,9.2428508,53.8969075,---,19059,1362,4.387,0.364,0.2,1.631,3.436,0.012,3.621,0.013,3.815,0.014,3.3896,3.6071,3.9151,2.7369,5.5
5881,237.4050289,-3.4302044,---,9998,80,4.0,0.008,0.5,0.002,3.385,0.009,3.498,0.01,3.632,0.01,3.3874,3.4923,3.7054,2.6462,19.23
8762,345.4802692,42.3259814,---,14286,539,3.5,0.12,-2.0,1.741,3.42,0.01,3.573,0.01,3.737,0.01,3.3858,3.5603,3.8218,2.6993,4.75
1552,72.8015197,5.6051033,---,19979,1402,4.197,0.264,-2.0,1.633,3.424,0.009,3.607,0.009,3.8,0.01,3.3765,3.5927,3.8988,2.7229,3.1
4216,161.6924117,-49.4202567,---,5053,32,3.345,0.489,-0.043,0.073,3.143,0.01,2.765,0.009,2.501,0.008,3.364,2.8077,2.4114,1.9651,27.84
5812,234.6640394,-29.7777489,---,18163,908,4.5,0.079,-2.0,1.853,3.386,0.009,3.559,0.01,3.745,0.011,3.349,3.5461,3.8405,2.6816,8.89
674,34.12744,-51.5121656,---,12059,99,4.191,0.139,0.5,0.0,3.358,0.011,3.501,0.011,3.657,0.012,3.3397,3.493,3.7396,2.6353,21.22
2550,102.0477297,-61.9413892,---,7575,28,3.288,0.07,0.007,0.152,3.27,0.01,3.26,0.009,3.288,0.01,3.3286,3.2647,3.313,2.442,33.78
4033,154.2740953,42.9143558,---,8873,65,3.609,0.079,0.0,1.112,3.306,0.01,3.386,0.011,3.494,0.013,3.3265,3.3828,3.5546,2.5463,14.4594
6615,266.8961714,-40.1269969,---,5831,29,0.001,0.0,-1.0,0.081,3.211,0.011,3.04,0.009,2.929,0.009,3.3265,3.0559,2.8917,2.2351,1.69
1735,79.4016189,-6.8444083,---,12814,117,4.016,0.076,0.5,0.0,3.353,0.012,3.505,0.013,3.665,0.013,3.3261,3.4959,3.7499,2.6334,6.6
1605,75.4922186,43.8233072,---,5607,16,0.001,0.0,-2.5,0.0,3.215,0.009,3.018,0.008,2.882,0.008,3.3198,3.0347,2.8318,2.2023,0.9879
337,17.4330161,35.6205578,---,3765,89,0.913,0.161,0.089,0.564,2.955,0.026,2.167,0.016,1.603,0.013,3.3149,2.2924,1.426,1.2586,16.52
5107,203.6739375,-0.5959389,---,8679,52,4.0,0.008,0.2,0.371,3.275,0.009,3.333,0.008,3.426,0.01,3.3128,3.3333,3.4807,2.504,43.7467
1347,64.4735933,-33.7983492,---,12265,77,4.421,0.187,0.5,0.0,3.321,0.012,3.465,0.013,3.622,0.013,3.3061,3.4571,3.7062,2.6005,18.33
3447,130.0732731,-52.9218889,---,14861,239,4.158,0.182,0.5,0.0,3.337,0.012,3.506,0.014,3.679,0.014,3.3017,3.4946,3.7705,2.6273,6.61
4786,188.5968119,-23.3967603,---,5129,25,2.739,0.291,0.005,0.064,3.082,0.009,2.71,0.008,2.456,0.008,3.3017,2.7495,2.3702,1.9146,22.39
6252,253.0839389,-38.017535,---,19998,1283,5.0,0.084,0.2,1.631,3.317,0.011,3.501,0.013,3.698,0.014,3.2757,3.488,3.8004,2.6205,6.88
4660,183.8565028,57.0326156,---,8748,40,3.885,0.073,0.293,0.371,3.222,0.011,3.287,0.01,3.385,0.011,3.2558,3.2871,3.4417,2.4556,40.51
5463,220.6267483,-64.9751369,---,7770,43,3.866,0.067,0.351,0.128,3.186,0.01,3.171,0.007,3.197,0.008,3.2538,3.1768,3.2229,2.3579,60.35
6897,276.7434003,-45.9684583,---,16024,190,4.593,0.099,0.5,0.0,3.283,0.01,3.456,0.01,3.638,0.011,3.2486,3.4452,3.7325,2.5784,11.74
5354,214.8509258,-46.0580956,---,16692,977,4.562,0.17,0.5,1.853,3.28,0.01,3.458,0.011,3.643,0.012,3.2425,3.4462,3.7403,2.5781,9.65
99,6.5710475,-42.3059872,---,4486,33,2.354,0.319,-0.46,0.132,2.972,0.01,2.487,0.009,2.141,0.009,3.2312,2.5464,2.0216,1.6666,38.5
98,6.4377931,-77.2542461,---,5768,70,3.45,0.181,-0.193,0.144,3.064,0.015,2.824,0.011,2.664,0.009,3.2147,2.8471,2.6099,2.0263,134.07
7949,311.5528431,33.9702569,---,4785,32,2.822,0.433,-0.056,0.107,2.967,0.01,2.528,0.009,2.218,0.009,3.2139,2.5797,2.1138,1.7205,44.86
3569,134.80189,48.0418261,---,7925,71,3.986,0.086,0.09,0.25,3.152,0.012,3.149,0.009,3.189,0.01,3.2114,3.1531,3.2207,2.3333,68.92
7236,286.5622458,-4.8825558,---,11092,60,4.168,0.117,0.5,0.0,3.22,0.011,3.351,0.012,3.5,0.012,3.2105,3.3444,3.5792,2.4917,25.6409
6212,250.3215044,31.6027186,---,5892,46,4.094,0.188,0.236,0.066,3.039,0.009,2.799,0.007,2.636,0.008,3.2001,2.8237,2.5832,2.0037,93.32
4359,168.5600186,15.4295706,---,9067,67,3.512,0.037,-0.5,0.0,3.185,0.009,3.274,0.01,3.391,0.011,3.1972,3.2698,3.4543,2.4301,19.76
5563,222.6763575,74.1555039,---,4130,60,1.652,0.434,0.477,0.376,2.859,0.017,2.178,0.013,1.691,0.013,3.1917,2.2789,1.5349,1.313,24.91
3117,119.1946417,-52.9823528,---,16849,857,4.101,0.122,-2.0,1.853,3.225,0.009,3.392,0.01,3.572,0.01,3.1874,3.3796,3.6643,2.5154,5.6857
8709,343.6625564,-15.8208272,---,8578,67,3.5,0.0,0.0,0.156,3.153,0.009,3.22,0.01,3.317,0.012,3.1792,3.2186,3.3727,2.3843,23.1451
8634,340.36555,10.8312889,---,11065,69,4.0,0.061,0.5,0.0,3.19,0.011,3.323,0.012,3.471,0.012,3.1767,3.3155,3.5502,2.461,15.96
1239,60.1700656,12.4903406,---,15577,931,4.344,0.172,-2.0,1.853,3.2,0.009,3.358,0.009,3.532,0.009,3.1714,3.3467,3.621,2.487,6.74
6241,252.5408783,-34.2932317,---,4662,34,2.215,0.541,0.2,0.15,2.878,0.011,2.378,0.012,2.029,0.011,3.1535,2.4382,1.9129,1.5658,51.19
5193,207.4041192,-42.4737306,---,21998,125,5.0,0.079,-1.578,0.464,3.194,0.009,3.381,0.009,3.58,0.009,3.1508,3.3671,3.6832,2.4987,6.45
3659,137.7420267,-58.9668936,---,16215,1373,4.322,0.162,0.5,1.853,3.178,0.011,3.354,0.011,3.536,0.012,3.1384,3.3421,3.6316,2.4732,7.3
168,10.1268378,56.5373311,---,4598,22,1.621,0.309,-0.004,0.122,2.847,0.008,2.332,0.009,1.983,0.01,3.1282,2.3909,1.8662,1.5236,14.29
5948,240.0305328,-38.3967086,---,21858,689,4.515,0.191,-2.0,0.0,3.159,0.01,3.349,0.011,3.549,0.013,3.1092,3.3341,3.651,2.4626,7.38
5505,221.2465833,27.0749278,HR5506,4838,26,3.076,0.399,-0.147,0.095,2.863,0.011,2.447,0.01,2.153,0.01,3.0987,2.496,2.0521,1.6406,14.8826
4037,153.4342392,-70.0379044,---,10815,55,3.496,0.077,0.5,0.0,3.112,0.009,3.246,0.009,3.391,0.01,3.0926,3.2379,3.4682,2.3806,9.54
3748,141.8968447,-8.6585994,---,4144,52,1.376,0.45,0.2,0.295,2.761,0.015,2.103,0.01,1.637,0.011,3.0882,2.195,1.485,1.2481,18.09
542,28.5988569,63.6701008,---,14055,233,3.971,0.136,0.5,0.0,3.12,0.012,3.284,0.012,3.452,0.013,3.086,3.2731,3.54,2.4064,7.0037
5708,230.6702844,-44.6896153,---,17465,1335,4.492,0.106,0.5,1.853,3.122,0.011,3.304,0.012,3.493,0.013,3.0795,3.291,3.592,2.4213,6.37
5435,218.0194658,38.3082511,---,7989,25,3.595,0.056,0.296,0.131,3.024,0.008,3.044,0.007,3.098,0.009,3.0776,3.0475,3.1355,2.2226,37.58
1879,83.7844875,9.9341556,---,25998,543,5.0,0.227,-0.514,1.112,3.132,0.014,3.334,0.014,3.547,0.016,3.0758,3.3185,3.6556,2.4435,2.5936
7264,287.4409706,-21.0236139,---,6578,55,1.896,0.107,-0.182,0.219,2.982,0.013,2.891,0.01,2.843,0.009,3.0719,2.9004,2.8344,2.0819,6.4
6410,258.7579608,24.8392069,---,8643,43,3.793,0.1,-0.5,0.371,3.032,0.009,3.095,0.008,3.192,0.01,3.0617,3.0935,3.2468,2.2617,43.41
4140,158.0060956,-61.6853322,---,15542,255,4.196,0.182,0.0,0.0,3.092,0.009,3.254,0.01,3.428,0.011,3.0575,3.2424,3.5179,2.3792,6.75
3890,146.7749333,-65.0719694,HR3891,6610,42,1.152,0.135,-1.0,0.224,3.002,0.013,2.954,0.009,2.938,0.008,3.0573,2.9596,2.9391,2.1298,2.27
7178,284.7359267,32.6895556,---,9498,27,3.025,0.094,0.5,0.0,3.062,0.01,3.175,0.011,3.304,0.011,3.052,3.1686,3.3728,2.3172,5.26
6462,261.3485806,-56.3777264,---,21998,226,5.0,0.051,0.2,0.504,3.097,0.009,3.289,0.01,3.492,0.011,3.0494,3.274,3.5974,2.404,2.93
5190,207.3761519,-41.6877089,---,22258,417,4.702,0.352,-2.0,0.0,3.088,0.011,3.278,0.012,3.479,0.013,3.0395,3.2639,3.5828,2.3928,7.47
5235,208.6711622,18.3977208,---,6134,42,3.534,0.22,0.359,0.099,2.887,0.012,2.682,0.01,2.546,0.01,3.0345,2.7031,2.5037,1.8867,87.75
1702,78.2329236,-16.2054692,---,12086,74,4.089,0.202,0.5,0.0,3.049,0.012,3.194,0.013,3.349,0.013,3.0288,3.1853,3.432,2.3264,19.1775
1465,68.4990717,-55.0449789,---,11757,71,4.304,0.078,0.5,0.0,3.039,0.01,3.178,0.01,3.332,0.011,3.026,3.1706,3.414,2.3155,19.34
1788,81.1192364,-2.3971475,---,23821,590,4.5,0.333,-1.5,0.741,3.08,0.01,3.277,0.011,3.482,0.012,3.0248,3.2614,3.5866,2.3867,3.34
622,32.3859464,34.9872969,---,8110,91,3.5,0.054,0.034,0.189,2.969,0.01,3.005,0.007,3.073,0.008,3.0119,3.0065,3.1163,2.178,25.71
8322,326.7601844,-16.1272872,---,7282,81,3.794,0.074,0.193,0.127,2.924,0.008,2.865,0.006,2.851,0.007,3.0034,2.8733,2.8579,2.0554,84.27
6217,252.1662294,-69.0277119,---,4154,41,1.107,0.337,0.029,0.214,2.674,0.011,2.024,0.009,1.572,0.011,3.0002,2.1104,1.4227,1.1771,8.35
591,29.6924778,-61.5698597,---,7226,85,3.188,0.07,0.22,0.125,2.922,0.013,2.872,0.009,2.863,0.009,2.9996,2.8795,2.873,2.0613,45.43
603,30.9748044,42.3297247,---,4179,62,2.025,0.122,-1.011,0.205,2.73,0.015,2.195,0.011,1.803,0.013,2.9994,2.2666,1.6646,1.3533,8.3
3185,121.8860367,-24.3043244,---,6766,70,3.078,0.055,0.463,0.102,2.884,0.01,2.771,0.008,2.709,0.008,2.9942,2.7845,2.6967,1.9708,51.33
7710,302.8261083,-0.821475,---,10248,48,3.899,0.092,0.5,0.0,2.995,0.009,3.115,0.01,3.253,0.01,2.9907,3.1084,3.3286,2.259,11.39
4763,187.7914983,-57.1132133,---,3500,0,0.584,0.054,-0.048,0.04,2.591,0.013,1.763,0.014,1.205,0.019,2.9604,1.8723,1.0191,0.8407,36.83
4467,173.9453553,-63.0198419,---,9621,66,3.146,0.118,0.5,0.007,2.961,0.011,3.076,0.012,3.206,0.012,2.9515,3.0693,3.2762,2.218,8.277
6453,260.5024139,-24.9995464,---,20793,1393,4.5,0.267,-2.0,1.631,2.989,0.011,3.175,0.012,3.371,0.013,2.9429,3.1606,3.4717,2.2909,7.48
4825,190.4165958,-1.4495139,HR4826,7183,143,4.311,0.166,0.035,0.225,2.859,0.01,2.783,0.007,2.754,0.013,2.942,2.7926,2.7541,1.974,83.1935
5735,230.1821503,71.8340167,---,8182,58,2.55,0.054,-1.5,0.0,2.923,0.007,2.994,0.007,3.089,0.008,2.9331,2.9903,3.1398,2.1487,6.7
7039,281.4141089,-26.9907761,---,11751,77,4.014,0.078,0.5,0.0,2.947,0.011,3.088,0.012,3.242,0.012,2.9277,3.0803,3.3233,2.2222,13.63
6396,257.1966497,65.7146842,---,12295,93,3.92,0.136,0.5,0.0,2.95,0.009,3.098,0.009,3.254,0.009,2.9254,3.0891,3.3373,2.2278,9.93
5897,238.7856753,-63.4307267,---,7316,54,3.76,0.104,-0.215,0.2,2.854,0.011,2.805,0.009,2.8,0.009,2.923,2.8116,2.8099,1.9913,80.79
2451,99.4402972,-43.1959333,---,11503,70,3.319,0.147,0.5,0.0,2.95,0.011,3.091,0.012,3.24,0.011,2.9221,3.0822,3.3182,2.2206,8.78
5695,230.3430069,-40.6475206,---,22525,423,4.486,0.371,-2.0,0.0,2.966,0.014,3.159,0.015,3.361,0.017,2.9144,3.1443,3.4647,2.2713,6.7296
617,31.7933572,23.4624175,---,4494,23,2.264,0.255,-0.124,0.103,2.617,0.01,2.106,0.009,1.743,0.009,2.8907,2.1707,1.6201,1.2846,49.56
8238,322.1649869,70.5607153,---,24733,392,4.5,0.53,-2.0,0.0,2.927,0.014,3.129,0.016,3.338,0.017,2.8697,3.1132,3.4444,2.2366,4.76
1641,76.6287225,41.2344758,---,17010,892,4.414,0.131,-2.0,1.853,2.901,0.013,3.068,0.015,3.249,0.016,2.8675,3.0556,3.3416,2.1931,13.4
5576,224.7903539,-42.1041964,---,20068,1528,4.5,0.041,-2.0,1.853,2.901,0.01,3.083,0.01,3.276,0.011,2.8566,3.0689,3.3758,2.2006,8.51
7235,286.3525333,13.8634772,---,9298,76,3.834,0.116,-0.5,0.0,2.832,0.007,2.922,0.007,3.042,0.008,2.8475,2.9182,3.1077,2.0801,39.28
1666,76.9624394,-5.0864458,---,8261,93,3.611,0.074,0.0,0.346,2.748,0.011,2.792,0.01,2.868,0.011,2.788,2.7926,2.9151,1.9635,36.2456
5671,229.727425,-68.6795458,---,9011,44,3.195,0.097,-0.5,0.0,2.777,0.01,2.87,0.011,2.987,0.012,2.7824,2.8643,3.0507,2.022,17.74
4757,187.4660631,-16.5154314,---,9986,52,4.0,0.027,0.5,0.0,2.779,0.01,2.891,0.012,3.026,0.013,2.782,2.8863,3.0991,2.0403,37.55
8353,328.4821925,-37.3648553,---,11698,115,4.0,0.087,0.5,0.0,2.8,0.013,2.941,0.014,3.094,0.015,2.7811,2.9331,3.1755,2.0752,15.45
1122,55.7312678,47.7875486,---,13103,748,3.83,0.228,0.5,1.853,2.812,0.014,2.968,0.013,3.129,0.013,2.781,2.9578,3.2141,2.0932,6.32
5531,222.7196378,-16.0417764,---,8285,60,3.815,0.053,0.286,0.181,2.699,0.009,2.736,0.007,2.807,0.008,2.7466,2.7387,2.8532,1.9121,43.03
4844,191.5700172,-68.1081156,---,16793,216,4.5,0.023,0.5,0.0,2.778,0.009,2.957,0.01,3.143,0.011,2.739,2.9451,3.2403,2.0763,9.55
7528,296.2436606,45.13081,---,9757,26,3.71,0.095,0.0,0.371,2.715,0.009,2.823,0.01,2.954,0.01,2.7164,2.8164,3.0245,1.9717,19.77
4915,194.0069425,38.3183761,---,11633,91,4.301,0.123,0.5,0.0,2.717,0.012,2.855,0.013,3.007,0.013,2.7051,2.8472,3.0892,1.9928,32.7227
2282,95.0783003,-30.0633667,---,16247,1392,4.5,0.107,0.5,1.853,2.74,0.01,2.915,0.01,3.098,0.011,2.7025,2.9036,3.1936,2.0356,9.0
6247,252.9676297,-38.0473803,---,19980,1404,5.0,0.101,0.2,1.628,2.734,0.009,2.919,0.011,3.115,0.012,2.6931,2.9052,3.2176,2.0378,1.8732
7796,305.5570911,40.2566792,---,5777,62,0.775,0.21,0.0,0.156,2.501,0.013,2.266,0.011,2.114,0.009,2.6725,2.2882,2.0647,1.4793,1.78
5028,200.1492392,-36.7122903,---,9068,71,4.0,0.0,0.0,0.74,2.622,0.009,2.701,0.01,2.811,0.012,2.6478,2.6983,2.8737,1.8645,56.0571
2845,111.7876739,8.2893158,---,11197,62,4.024,0.056,0.5,0.0,2.661,0.011,2.796,0.012,2.945,0.012,2.6472,2.7882,3.0246,1.9333,20.17
553,28.6600458,20.8080314,---,8479,58,3.938,0.055,0.497,0.1,2.598,0.008,2.645,0.008,2.725,0.009,2.6445,2.6475,2.7749,1.8199,55.6
1165,56.8711522,24.1051356,---,11559,110,3.5,0.156,0.492,0.0,2.666,0.011,2.808,0.011,2.958,0.011,2.6401,2.7993,3.0377,1.9383,8.09
403,21.4539644,60.2352842,---,8193,54,3.5,0.044,0.207,0.241,2.582,0.009,2.624,0.008,2.697,0.01,2.6244,2.6256,2.7423,1.7963,32.81
1865,83.1825672,-17.8222892,---,7041,25,1.5,0.0,-0.263,0.29,2.566,0.012,2.559,0.012,2.578,0.013,2.6158,2.5622,2.5958,1.7329,1.47
4301,165.9319647,61.7510347,---,4677,47,2.356,0.543,-0.126,0.212,2.355,0.011,1.887,0.01,1.562,0.009,2.6125,1.9417,1.4514,1.0781,26.54
5944,239.7129719,-26.1141081,---,22998,596,5.0,0.002,-2.0,0.756,2.65,0.01,2.842,0.011,3.045,0.012,2.6034,2.8276,3.1502,1.9571,5.57
1220,59.4634669,40.0102153,---,24998,782,4.831,0.507,-1.473,0.941,2.639,0.008,2.839,0.009,3.047,0.011,2.5847,2.8234,3.1542,1.9487,5.11
4357,168.5270892,20.5237181,---,8248,44,3.69,0.093,0.0,0.182,2.505,0.012,2.545,0.01,2.619,0.011,2.5476,2.5464,2.6648,1.7184,55.82
7194,285.6530428,-29.8800633,---,8732,41,3.747,0.089,0.5,0.222,2.494,0.008,2.562,0.008,2.659,0.008,2.5259,2.5618,2.716,1.7286,36.98
8162,319.6448847,62.5855744,---,7785,70,3.685,0.085,0.243,0.16,2.44,0.012,2.435,0.008,2.469,0.009,2.5022,2.44,2.4977,1.619,66.5
5776,233.7852014,-41.1667569,---,21162,796,4.459,0.125,-2.0,1.223,2.539,0.009,2.726,0.009,2.923,0.01,2.4906,2.7116,3.0246,1.8409,7.75
6165,248.9706369,-28.2160172,---,27296,560,5.0,0.191,-2.0,0.0,2.541,0.012,2.749,0.014,2.965,0.015,2.4826,2.7337,3.0762,1.8557,6.88
39,3.3089633,15.1835936,---,21414,393,4.192,0.33,-2.0,0.0,2.529,0.011,2.719,0.013,2.917,0.013,2.4776,2.7041,3.0183,1.8317,8.33
4656,183.7863197,-58.7489269,---,22556,351,4.361,0.339,-2.0,0.0,2.51,0.011,2.703,0.012,2.905,0.013,2.4566,2.6884,3.0088,1.8148,9.45
1899,83.8582581,-5.9099011,---,29584,741,5.0,0.214,-2.0,0.0,2.496,0.014,2.712,0.015,2.934,0.016,2.4318,2.6956,3.0474,1.814,1.4
21,2.2945217,59.1497811,---,6917,81,3.229,0.099,-0.085,0.153,2.347,0.014,2.268,0.011,2.234,0.008,2.4296,2.2773,2.2309,1.4577,59.58
4199,160.7391747,-64.3944503,---,26653,602,4.5,0.261,-2.0,0.0,2.486,0.01,2.694,0.011,2.909,0.011,2.4236,2.6783,3.0181,1.7986,7.16
5571,224.6330222,-43.1339639,---,21822,273,4.233,0.362,-2.0,0.0,2.436,0.011,2.627,0.011,2.826,0.012,2.383,2.6116,2.9281,1.7387,8.52
1956,84.9122542,-34.0741097,---,12303,76,3.916,0.135,0.5,0.0,2.404,0.013,2.552,0.013,2.708,0.014,2.3788,2.5426,2.7909,1.6813,12.48
6378,257.5945286,-15.7249067,---,8722,62,3.629,0.095,0.119,0.148,2.347,0.008,2.418,0.008,2.519,0.01,2.3727,2.4163,2.5769,1.5818,36.91
6508,262.6909881,-37.2958136,---,20690,1483,4.564,0.168,-2.0,1.631,2.414,0.012,2.599,0.012,2.795,0.013,2.3692,2.585,2.8955,1.7159,5.66
5685,229.2517242,-9.3829144,---,11602,85,3.752,0.159,0.5,0.0,2.389,0.011,2.53,0.011,2.681,0.011,2.3664,2.5215,2.7616,1.6621,17.62
2095,89.9302922,37.2125847,---,10422,79,3.732,0.119,0.5,0.0,2.376,0.01,2.501,0.011,2.643,0.011,2.3657,2.4944,2.7188,1.6419,19.7
6134,247.3519156,-26.4320025,---,3515,3,0.0,0.0,0.0,0.0,1.954,0.012,1.06,0.012,0.466,0.012,2.3505,1.1836,0.2745,0.1288,5.89
4662,183.951545,-17.5419306,---,11677,125,4.0,0.045,0.5,0.0,2.366,0.009,2.507,0.01,2.66,0.01,2.3473,2.4989,2.7411,1.6411,21.23
424,37.9545606,89.2641089,---,5904,42,1.587,0.173,-0.072,0.131,2.2,0.014,1.994,0.011,1.859,0.01,2.347,2.0133,1.8157,1.1992,7.54
4798,189.2959078,-69.1355647,---,20963,1285,4.5,0.191,-2.0,1.631,2.392,0.014,2.578,0.015,2.775,0.016,2.3449,2.5639,2.8758,1.6938,10.34
8781,346.1902228,15.2052672,---,9477,24,3.5,0.017,0.5,0.371,2.332,0.009,2.439,0.009,2.565,0.01,2.333,2.4336,2.6342,1.5869,24.46
3699,139.2725286,-59.2752319,---,7630,52,3.301,0.048,-0.644,0.236,2.25,0.013,2.25,0.009,2.287,0.008,2.2978,2.2521,2.3142,1.4266,4.26
4554,178.4576972,53.6947597,---,9260,46,3.758,0.092,-0.5,0.0,2.269,0.01,2.36,0.01,2.479,0.01,2.2832,2.3553,2.5443,1.5166,39.21
4621,182.0895736,-50.7224275,---,20998,741,5.0,0.0,0.001,0.451,2.297,0.011,2.482,0.012,2.68,0.013,2.254,2.4686,2.7823,1.6006,7.86
2693,107.0978503,-26.3931994,---,5795,42,0.5,0.131,-0.205,0.145,2.078,0.011,1.861,0.009,1.72,0.008,2.2364,1.8807,1.6739,1.07,2.03
4295,165.4603189,56.3824261,---,9401,91,3.842,0.085,-0.5,0.0,2.206,0.008,2.299,0.008,2.421,0.01,2.2186,2.2944,2.488,1.4553,40.9
5231,208.8849403,-47.2883744,---,23514,504,5.0,0.0,-2.0,0.0,2.259,0.013,2.453,0.014,2.658,0.015,2.2112,2.4389,2.7642,1.5675,8.54
2827,111.0237594,-29.3031056,---,15803,330,3.853,0.324,0.0,0.278,2.246,0.011,2.411,0.012,2.586,0.013,2.206,2.3985,2.676,1.533,1.64
3734,140.5284067,-55.0106672,---,16865,214,4.221,0.205,0.5,0.0,2.217,0.009,2.397,0.01,2.583,0.01,2.1734,2.3841,2.6794,1.5138,5.7
1457,68.9801628,16.5093022,---,3773,56,1.009,0.091,-0.249,0.514,1.758,0.018,1.001,0.011,0.445,0.012,2.106,1.1251,0.2684,0.0939,48.94
1017,51.0807086,49.8611792,---,6040,77,0.885,0.17,-0.412,0.233,1.973,0.013,1.816,0.01,1.716,0.009,2.0926,1.8306,1.6852,1.0144,6.44
6556,263.7336228,12.5600375,---,8142,126,3.663,0.073,0.2,0.216,2.037,0.013,2.068,0.008,2.133,0.007,2.0841,2.0704,2.1758,1.2439,67.13
6580,265.62198,-39.0299831,---,21784,488,4.438,0.249,-2.0,0.0,2.12,0.013,2.311,0.014,2.51,0.015,2.0704,2.2959,2.6124,1.4241,6.75
5793,233.67195,26.7146928,---,9510,88,3.847,0.102,0.5,0.371,2.051,0.009,2.152,0.01,2.277,0.011,2.0612,2.1482,2.3458,1.3056,43.46
4534,177.2649097,14.5720581,---,8730,32,4.046,0.08,0.216,0.371,2.022,0.011,2.082,0.01,2.176,0.011,2.06,2.0818,2.2318,1.2527,90.91
4819,190.3793336,-48.9598714,---,9179,66,3.5,0.0,-0.5,0.0,2.05,0.009,2.143,0.01,2.263,0.011,2.0589,2.1383,2.328,1.2973,25.06
5953,240.0833553,-22.6217064,---,21998,0,5.0,0.0,-0.058,0.385,2.1,0.014,2.289,0.015,2.49,0.016,2.0536,2.2746,2.5942,1.4052,6.64
5469,220.4823158,-47.3881986,---,22344,495,4.439,0.272,-2.0,0.0,2.091,0.012,2.283,0.013,2.485,0.014,2.0391,2.2684,2.5878,1.3956,7.02
5440,218.8767672,-42.1578253,---,18482,1503,4.5,0.128,0.5,1.798,2.082,0.012,2.268,0.013,2.463,0.014,2.0368,2.255,2.5635,1.3843,10.67
6553,264.3297078,-42.9978281,---,6563,38,1.964,0.08,-0.031,0.103,1.93,0.01,1.83,0.008,1.777,0.008,2.0274,1.8411,1.7663,1.0247,10.86
5132,204.9719072,-53.4663911,---,23645,681,4.5,0.241,-2.0,0.0,2.023,0.009,2.22,0.01,2.426,0.012,1.9682,2.2051,2.531,1.3302,7.63
5054,200.9814292,54.9253611,HR5055,9173,99,4.0,0.02,-0.5,0.522,1.93,0.01,2.012,0.01,2.126,0.011,1.9525,2.0086,2.1897,1.1739,40.2133
936,47.0422186,40.9556467,---,11705,89,4.5,0.069,0.5,0.245,1.942,0.009,2.078,0.009,2.231,0.009,1.9329,2.0708,2.3139,1.2181,36.27
2990,116.3289578,28.0261989,---,4827,20,2.813,0.438,0.009,0.034,1.645,0.01,1.212,0.01,0.907,0.007,1.8911,1.2624,0.8046,0.4062,96.54
3165,120.8960314,-40.0031478,---,32516,603,5.0,0.0,-2.0,1.631,1.958,0.016,2.182,0.015,2.41,0.016,1.8865,2.1648,2.5264,1.279,3.01
3485,131.1759442,-54.7088192,---,8847,113,3.8,0.114,0.189,0.796,1.82,0.009,1.893,0.01,1.997,0.012,1.8474,1.8919,2.0566,1.058,40.49
2421,99.4279606,16.3992806,---,8998,0,3.5,0.011,-1.0,0.147,1.808,0.008,1.895,0.008,2.01,0.009,1.8218,1.8909,2.0719,1.0516,29.84
2088,89.8821789,44.9474325,---,8998,31,3.792,0.077,-1.0,0.648,1.796,0.008,1.875,0.009,1.986,0.011,1.8169,1.8721,2.0473,1.0365,40.21
15,2.0969161,29.0904311,---,12827,101,4.484,0.116,0.5,0.0,1.834,0.01,1.983,0.011,2.144,0.012,1.8157,1.9745,2.2296,1.1161,33.62
2004,86.9391203,-9.669605,---,23161,434,4.943,0.255,-0.463,0.481,1.831,0.012,2.024,0.013,2.228,0.014,1.7822,2.0093,2.3331,1.1382,5.04
7121,283.8163603,-26.2967242,---,16596,986,4.5,0.054,0.5,1.853,1.771,0.012,1.948,0.014,2.133,0.015,1.732,1.9364,2.2297,1.0678,14.32
6879,276.0429933,-34.3846164,---,9261,42,3.041,0.078,0.2,0.369,1.676,0.009,1.781,0.01,1.905,0.01,1.6715,1.7742,1.9719,0.9269,22.76
